time,step num,fpa,drv,effect,ax (m/s2),ay (m/s2),az (m/s2),gx (rad/s),gy (rad/s),gz (rad/s)
1776367004.403397,,,,,-0.6652,3.5773,9.1681,0.0244,-0.0600,-0.0121
1776367004.403612,,,,,-0.6353,3.5701,9.1753,0.0214,-0.0570,-0.0130
1776367004.520231,,,,,-0.6389,3.5569,9.1884,0.0192,-0.0542,-0.0139
1776367004.521867,,,,,-0.6772,3.5270,9.1801,0.0186,-0.0554,-0.0137
1776367004.522261,,,,,-0.6820,3.5270,9.1801,0.0214,-0.0570,-0.0131
1776367004.522304,,,,,-0.6915,3.5462,9.1825,0.0228,-0.0576,-0.0128
1776367004.5238342,,,,,-0.6939,3.5390,9.1872,0.0235,-0.0597,-0.0128
1776367004.524132,,,,,-0.6855,3.5450,9.1705,0.0241,-0.0599,-0.0125
1776367004.524172,,,,,-0.6688,3.5689,9.1705,0.0220,-0.0594,-0.0127
1776367004.525105,,,,,-0.6867,3.5737,9.1585,0.0194,-0.0594,-0.0125
1776367004.5253031,,,,,-0.6640,3.5605,9.1693,0.0179,-0.0580,-0.0134
1776367004.525495,,,,,-0.6628,3.5509,9.1753,0.0168,-0.0562,-0.0144
1776367004.5512562,,,,,-0.6772,3.5509,9.1765,0.0174,-0.0580,-0.0131
1776367004.579953,,,,,-0.6580,3.5115,9.1777,0.0224,-0.0573,-0.0131
1776367004.5816,,,,,-0.7011,3.5426,9.1669,0.0249,-0.0576,-0.0133
1776367004.584399,,,,,-0.7023,3.5833,9.1585,0.0258,-0.0594,-0.0119
1776367004.584716,,,,,-0.6867,3.5569,9.1513,0.0237,-0.0622,-0.0111
1776367004.584768,,,,,-0.6796,3.5689,9.1633,0.0223,-0.0620,-0.0113
1776367004.584938,,,,,-0.6915,3.5533,9.1597,0.0200,-0.0609,-0.0122
1776367004.640157,,,,,-0.6066,3.5174,9.1860,0.0199,-0.0599,-0.0125
1776367004.6422331,,,,,-0.6784,3.5797,9.1705,0.0203,-0.0582,-0.0133
1776367004.642529,,,,,-0.6580,3.5474,9.1573,0.0194,-0.0571,-0.0128
1776367004.642571,,,,,-0.6724,3.5474,9.1705,0.0195,-0.0571,-0.0137
1776367004.6428149,,,,,-0.7023,3.5354,9.1741,0.0197,-0.0567,-0.0139
1776367004.702091,,,,,-0.6784,3.5414,9.1765,0.0206,-0.0571,-0.0131
1776367004.731984,,,,,-0.6808,3.5785,9.1777,0.0197,-0.0579,-0.0134
1776367004.732401,,,,,-0.7035,3.5713,9.1789,0.0183,-0.0597,-0.0130
